Time,Icc,Pm,Vwind,D,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
8.604,2.05116,63.8929,75.6,0.25128,39.5302,17.9693,61.4332,0.344737,15,21,4.2683,8559.46,896.345,0.0712816
8.605,2.08164,44.6385,75.6,0.2511,39.5543,17.9736,61.4424,0.344789,15,21,4.2688,8560.46,896.449,0.0497948
8.606,3.02096,45.3744,75.6,0.25092,39.5775,17.9779,61.4812,0.345007,15,21,4.27091,8564.7,896.893,0.0505906
8.607,2.04697,63.8255,75.6,0.25074,39.6014,17.9822,61.4756,0.344975,15,21,4.27061,8564.08,896.828,0.071168
8.608,2.07748,44.6628,75.6,0.25056,39.6258,17.9866,61.4849,0.345028,15,21,4.27112,8565.11,896.936,0.0497948
8.609,2.09209,45.195,75.6,0.25038,39.6494,17.9909,61.5236,0.345245,15,21,4.27324,8569.36,897.381,0.0503633
8.61,3.03598,45.5232,75.6,0.2502,39.6722,17.9952,61.5613,0.345456,15,21,4.27532,8573.53,897.818,0.0507043
8.611,2.05671,64.2991,75.6,0.25002,39.6956,17.9995,61.5552,0.345422,15,21,4.27498,8572.85,897.747,0.0716227
8.612,2.08716,44.9124,75.6,0.24984,39.7196,18.0038,61.564,0.345471,15,21,4.27547,8573.83,897.849,0.0500222
8.613,3.02881,45.5472,75.6,0.24966,39.7428,18.0082,61.6017,0.345683,15,21,4.27757,8578.05,898.291,0.0507043
8.614,2.0521,64.0268,75.6,0.24948,39.7665,18.0125,61.596,0.345651,15,21,4.27725,8577.4,898.223,0.0712816
8.615,2.08258,44.9364,75.6,0.2493,39.7908,18.0168,61.6049,0.345701,15,21,4.27775,8578.4,898.328,0.0500222
8.616,2.09709,45.3673,75.6,0.24912,39.8143,18.0211,61.6425,0.345912,15,21,4.27986,8582.64,898.772,0.050477
8.617,3.04311,45.7982,75.6,0.24894,39.837,18.0254,61.6792,0.346118,15,21,4.28194,8586.8,899.207,0.0509317
8.618,2.06138,64.5006,75.6,0.24876,39.8604,18.0298,61.673,0.346083,15,21,4.28159,8586.09,899.134,0.0717364
8.619,2.09178,45.0839,75.6,0.24858,39.8843,18.0341,61.6814,0.34613,15,21,4.28206,8587.05,899.234,0.0501359
8.62,3.03541,45.7196,75.6,0.2484,39.9074,18.0384,61.7181,0.346336,15,21,4.28416,8591.25,899.674,0.050818
8.621,2.05641,64.3298,75.6,0.24822,39.931,18.0427,61.7123,0.346304,15,21,4.28382,8590.58,899.604,0.071509
8.622,2.08686,45.0053,75.6,0.24804,39.9553,18.047,61.7208,0.346352,15,21,4.28431,8591.57,899.707,0.0500222
8.623,2.10129,45.6415,75.6,0.24786,39.9786,18.0514,61.7574,0.346557,15,21,4.28642,8595.79,900.149,0.0507043
8.624,3.0491,45.8682,75.6,0.24768,40.0013,18.0557,61.7931,0.346757,15,21,4.28849,8599.93,900.583,0.0509317
8.625,2.0653,64.5991,75.6,0.2475,40.0245,18.06,61.7869,0.346722,15,21,4.28813,8599.21,900.507,0.0717364
8.626,2.09567,45.255,75.6,0.24732,40.0484,18.0643,61.7949,0.346767,15,21,4.28859,8600.15,900.605,0.0502496
8.627,3.04094,45.7893,75.6,0.24714,40.0714,18.0686,61.8306,0.346967,15,21,4.29068,8604.34,901.044,0.050818
8.628,2.06004,64.5301,75.6,0.24696,40.095,18.073,61.8248,0.346935,15,21,4.29034,8603.65,900.972,0.0716227
8.629,2.09045,45.0737,75.6,0.24678,40.1191,18.0773,61.8329,0.346981,15,21,4.29082,8604.62,901.073,0.0500222
8.63,2.10482,45.8132,75.6,0.2466,40.1424,18.0816,61.8685,0.34718,15,21,4.29292,8608.83,901.515,0.050818
8.631,3.05412,46.0403,75.6,0.24642,40.165,18.0859,61.9031,0.347374,15,21,4.29498,8612.96,901.947,0.0510454
8.632,2.06859,64.7994,75.6,0.24624,40.1881,18.0902,61.8969,0.34734,15,21,4.29461,8612.22,901.87,0.0718501
8.633,2.09893,45.426,75.6,0.24606,40.2118,18.0946,61.9046,0.347383,15,21,4.29507,8613.14,901.966,0.0503633
8.634,3.04558,45.961,75.6,0.24588,40.2348,18.0989,61.9393,0.347578,15,21,4.29716,8617.32,902.404,0.0509317
8.635,2.06309,64.7299,75.6,0.2457,40.2583,18.1032,61.9335,0.347545,15,21,4.29681,8616.62,902.33,0.0717364
8.636,2.09347,45.2441,75.6,0.24552,40.2823,18.1075,61.9414,0.347589,15,21,4.29728,8617.57,902.43,0.0501359
8.637,2.10778,45.9847,75.6,0.24534,40.3055,18.1118,61.9759,0.347783,15,21,4.29938,8621.77,902.87,0.0509317
8.638,3.05833,46.2121,75.6,0.24516,40.3279,18.1162,62.0095,0.347972,15,21,4.30143,8625.9,903.302,0.0511591
8.639,2.07135,65.2047,75.6,0.24498,40.351,18.1205,62.0034,0.347937,15,21,4.30106,8625.14,903.223,0.0721911
8.64,2.10166,45.494,75.6,0.2448,40.3746,18.1248,62.0107,0.347978,15,21,4.30151,8626.05,903.318,0.0503633
8.641,2.11578,46.0298,75.6,0.24462,40.3974,18.1291,62.0445,0.348167,15,21,4.30359,8630.22,903.755,0.0509317
8.642,3.06972,46.36,75.6,0.24444,40.4195,18.1334,62.0772,0.348351,15,21,4.30563,8634.32,904.184,0.0512728
8.643,2.07873,65.3707,75.6,0.24426,40.4422,18.1378,62.0708,0.348315,15,21,4.30523,8633.51,904.099,0.0723048
8.644,2.10899,45.7436,75.6,0.24408,40.4655,18.1421,62.0777,0.348354,15,21,4.30566,8634.38,904.19,0.0505906
8.645,3.05987,46.3826,75.6,0.2439,40.488,18.1464,62.1106,0.348539,15,21,4.30773,8638.53,904.625,0.0512728
8.646,2.07238,65.3001,75.6,0.24372,40.5111,18.1507,62.1046,0.348505,15,21,4.30735,8637.77,904.545,0.0721911
8.647,2.10267,45.6634,75.6,0.24354,40.5348,18.155,62.1117,0.348545,15,21,4.3078,8638.67,904.639,0.050477
8.648,2.11678,46.0971,75.6,0.24336,40.5576,18.1594,62.1445,0.348729,15,21,4.30988,8642.84,905.076,0.0509317
8.649,3.07112,46.5307,75.6,0.24318,40.5797,18.1637,62.1763,0.348907,15,21,4.31192,8646.93,905.505,0.0513865
8.65,2.07968,65.4662,75.6,0.243,40.6024,18.168,62.17,0.348872,15,21,4.31152,8646.12,905.42,0.0723048
8.651,2.10991,45.8104,75.6,0.24282,40.6257,18.1723,62.1767,0.34891,15,21,4.31195,8646.99,905.51,0.0505906
8.652,2.12384,46.4503,75.6,0.24264,40.6481,18.1766,62.2086,0.349089,15,21,4.31402,8651.13,905.945,0.0512728
8.653,3.08119,46.5752,75.6,0.24246,40.6699,18.181,62.2396,0.349263,15,21,4.31605,8655.2,906.37,0.0513865
8.654,2.08618,65.7346,75.6,0.24228,40.6923,18.1853,62.2332,0.349226,15,21,4.31562,8654.35,906.281,0.0725322
8.655,2.11634,45.9568,75.6,0.2421,40.7153,18.1896,62.2395,0.349262,15,21,4.31603,8655.18,906.368,0.0507043
8.656,3.07032,46.5972,75.6,0.24192,40.7375,18.1939,62.2706,0.349436,15,21,4.31809,8659.3,906.799,0.0513865
8.657,2.07919,65.5599,75.6,0.24174,40.7603,18.1982,62.2645,0.349402,15,21,4.31769,8658.49,906.715,0.0723048
8.658,2.10941,45.8759,75.6,0.24156,40.7837,18.2026,62.271,0.349439,15,21,4.31812,8659.36,906.806,0.0505906
8.659,2.12335,46.5167,75.6,0.24138,40.8063,18.2069,62.302,0.349613,15,21,4.32019,8663.51,907.24,0.0512728
8.66,3.08047,46.6417,75.6,0.2412,40.8281,18.2112,62.3321,0.349782,15,21,4.32222,8667.57,907.666,0.0513865
8.661,2.08576,65.8286,75.6,0.24102,40.8505,18.2155,62.3259,0.349747,15,21,4.32179,8666.73,907.577,0.0725322
8.662,2.1159,46.0225,75.6,0.24084,40.8736,18.2198,62.332,0.349781,15,21,4.32221,8667.56,907.664,0.0507043
8.663,2.12971,46.6638,75.6,0.24066,40.8958,18.2242,62.3622,0.34995,15,21,4.32426,8671.68,908.096,0.0513865
8.664,3.0895,46.9955,75.6,0.24048,40.9173,18.2285,62.3915,0.350115,15,21,4.32628,8675.72,908.52,0.0517275
8.665,2.09161,66.0968,75.6,0.2403,40.9394,18.2328,62.3851,0.350079,15,21,4.32584,8674.84,908.427,0.0727596
8.666,2.12168,46.1687,75.6,0.24012,40.9622,18.2371,62.3908,0.350111,15,21,4.32624,8675.64,908.51,0.050818
8.667,2.13535,46.8105,75.6,0.23994,40.9842,18.2414,62.4202,0.350276,15,21,4.32828,8679.74,908.94,0.0515001
8.668,3.09752,46.9356,75.6,0.23976,41.0054,18.2458,62.4488,0.350436,15,21,4.33029,8683.76,909.361,0.0516138
8.669,2.09679,66.3645,75.6,0.23958,41.0273,18.2501,62.4423,0.3504,15,21,4.32983,8682.84,909.265,0.0729869
8.67,2.12682,46.4179,75.6,0.2394,41.0498,18.2544,62.4477,0.35043,15,21,4.33021,8683.61,909.345,0.0510454
8.671,2.14037,46.8534,75.6,0.23922,41.0716,18.2587,62.4763,0.350591,15,21,4.33225,8687.69,909.773,0.0515001
8.672,3.10466,47.2889,75.6,0.23904,41.0926,18.263,62.5041,0.350747,15,21,4.33424,8691.69,910.192,0.0519549
8.673,2.10139,66.5283,75.6,0.23886,41.1144,18.2674,62.4975,0.35071,15,21,4.33377,8690.74,910.092,0.0731006
8.674,2.13137,46.5634,75.6,0.23868,41.1367,18.2717,62.5027,0.350739,15,21,4.33414,8691.48,910.17,0.0511591
8.675,3.09166,46.9993,75.6,0.2385,41.1583,18.276,62.5306,0.350895,15,21,4.33617,8695.55,910.595,0.0516138
8.676,2.09302,66.2477,75.6,0.23832,41.1805,18.2803,62.5244,0.350861,15,21,4.33572,8694.65,910.501,0.0727596
8.677,2.12305,46.3776,75.6,0.23814,41.2034,18.2846,62.5298,0.350891,15,21,4.33611,8695.44,910.584,0.0509317
8.678,2.13668,46.9173,75.6,0.23796,41.2254,18.289,62.5576,0.351047,15,21,4.33815,8699.53,911.013,0.0515001
8.679,3.09938,47.2498,75.6,0.23778,41.2466,18.2933,62.5845,0.351198,15,21,4.34015,8703.55,911.433,0.0518412
8.68,2.09801,66.5156,75.6,0.2376,41.2686,18.2976,62.5783,0.351163,15,21,4.33969,8702.62,911.336,0.0729869
8.681,2.12798,46.5236,75.6,0.23742,41.2911,18.3019,62.5834,0.351192,15,21,4.34007,8703.38,911.415,0.0510454
8.682,2.1415,47.0637,75.6,0.23724,41.3128,18.3062,62.6104,0.351343,15,21,4.3421,8707.45,911.842,0.0516138
8.683,3.1062,47.3964,75.6,0.23706,41.3338,18.3106,62.6366,0.35149,15,21,4.34409,8711.45,912.26,0.0519549
8.684,2.10243,66.6795,75.6,0.23688,41.3555,18.3149,62.6303,0.351455,15,21,4.34361,8710.48,912.16,0.0731006
8.685,2.13235,46.5655,75.6,0.2367,41.3778,18.3192,62.6351,0.351482,15,21,4.34398,8711.22,912.237,0.0510454
8.686,2.14575,47.2097,75.6,0.23652,41.3993,18.3235,62.6614,0.351629,15,21,4.346,8715.28,912.662,0.0517275
8.687,3.11223,47.3351,75.6,0.23634,41.4201,18.3278,62.6868,0.351772,15,21,4.34799,8719.25,913.078,0.0518412
8.688,2.10633,66.8428,75.6,0.23616,41.4416,18.3322,62.6805,0.351737,15,21,4.34749,8718.27,912.975,0.0732143
8.689,2.1362,46.7108,75.6,0.23598,41.4637,18.3365,62.6851,0.351762,15,21,4.34785,8718.98,913.049,0.0511591
8.69,2.14949,47.2516,75.6,0.2358,41.485,18.3408,62.7106,0.351906,15,21,4.34986,8723.02,913.472,0.0517275
8.691,3.11755,47.6887,75.6,0.23562,41.5056,18.3451,62.7353,0.352044,15,21,4.35184,8726.98,913.887,0.0521823
8.692,2.10976,67.0058,75.6,0.23544,41.5269,18.3494,62.729,0.352009,15,21,4.35134,8725.97,913.781,0.073328
8.693,2.13958,46.8558,75.6,0.23526,41.5488,18.3538,62.7333,0.352033,15,21,4.35168,8726.66,913.854,0.0512728
8.694,2.15279,47.3971,75.6,0.23508,41.57,18.3581,62.7581,0.352172,15,21,4.35369,8730.68,914.275,0.0518412
8.695,3.12221,47.8345,75.6,0.2349,41.5904,18.3624,62.7821,0.352307,15,21,4.35566,8734.63,914.689,0.0522959
8.696,2.11278,67.1683,75.6,0.23472,41.6116,18.3667,62.7759,0.352272,15,21,4.35514,8733.6,914.58,0.0734417
8.697,2.14254,46.8967,75.6,0.23454,41.6334,18.371,62.7799,0.352295,15,21,4.35548,8734.27,914.651,0.0512728
8.698,2.15567,47.5424,75.6,0.23436,41.6544,18.3754,62.8041,0.35243,15,21,4.35748,8738.28,915.071,0.0519549
8.699,3.12629,47.876,75.6,0.23418,41.6747,18.3797,62.8274,0.352561,15,21,4.35944,8742.22,915.483,0.0522959
8.7,2.11541,67.3306,75.6,0.234,41.6958,18.384,62.8211,0.352526,15,21,4.35891,8741.16,915.373,0.0735554
8.701,2.14513,47.0413,75.6,0.23382,41.7174,18.3883,62.825,0.352548,15,21,4.35924,8741.82,915.441,0.0513865
8.702,2.15818,47.5834,75.6,0.23364,41.7384,18.3926,62.8484,0.352679,15,21,4.36124,8745.82,915.86,0.0519549
8.703,3.12986,47.8131,75.6,0.23346,41.7586,18.397,62.871,0.352806,15,21,4.36319,8749.74,916.271,0.0521823
8.704,2.1177,67.4926,75.6,0.23328,41.7795,18.4013,62.8649,0.352771,15,21,4.36266,8748.67,916.159,0.0736691
8.705,2.14737,47.0816,75.6,0.2331,41.8011,18.4056,62.8686,0.352792,15,21,4.36298,8749.31,916.226,0.0513865
8.706,2.16037,47.6241,75.6,0.23292,41.8219,18.4099,62.8913,0.352919,15,21,4.36497,8753.3,916.644,0.0519549
8.707,3.13292,48.0624,75.6,0.23274,41.842,18.4142,62.9132,0.353043,15,21,4.36692,8757.22,917.053,0.0524096
8.708,2.11969,67.5501,75.6,0.23256,41.8628,18.4186,62.9071,0.353008,15,21,4.36638,8756.13,916.94,0.0736691
8.709,2.14931,47.2259,75.6,0.23238,41.8843,18.4229,62.9106,0.353028,15,21,4.36669,8756.76,917.005,0.0515001
8.71,2.16224,47.6646,75.6,0.2322,41.905,18.4272,62.9327,0.353152,15,21,4.36867,8760.74,917.422,0.0519549
8.711,3.13556,48.1032,75.6,0.23202,41.925,18.4315,62.9539,0.353271,15,21,4.37062,8764.64,917.831,0.0524096
8.712,2.12139,67.7116,75.6,0.23184,41.9457,18.4358,62.948,0.353238,15,21,4.37007,8763.54,917.715,0.0737828
8.713,2.15098,47.2658,75.6,0.23166,41.9671,18.4402,62.9513,0.353256,15,21,4.37038,8764.15,917.78,0.0515001
8.714,2.16385,47.8091,75.6,0.23148,41.9877,18.4445,62.9726,0.353376,15,21,4.37236,8768.12,918.196,0.0520686
8.715,3.13782,48.0392,75.6,0.2313,42.0076,18.4488,62.9932,0.353491,15,21,4.3743,8772.02,918.603,0.0522959
8.716,2.12284,67.7685,75.6,0.23112,42.0283,18.4531,62.9874,0.353459,15,21,4.37374,8770.9,918.487,0.0737828
8.717,2.15238,47.3054,75.6,0.23094,42.0496,18.4574,62.9905,0.353476,15,21,4.37404,8771.51,918.55,0.0515001
8.718,2.16521,47.8492,75.6,0.23076,42.0701,18.4618,63.0112,0.353592,15,21,4.37602,8775.47,918.965,0.0520686
8.719,3.13971,48.1839,75.6,0.23058,42.0899,18.4661,63.0311,0.353704,15,21,4.37796,8779.35,919.372,0.0524096
8.72,2.12407,67.9296,75.6,0.2304,42.1104,18.4704,63.0254,0.353672,15,21,4.3774,8778.23,919.254,0.0738964
8.721,2.15356,47.3449,75.6,0.23022,42.1317,18.4747,63.0284,0.353689,15,21,4.37769,8778.82,919.316,0.0515001
8.722,2.16634,47.9936,75.6,0.23004,42.1521,18.479,63.0484,0.353801,15,21,4.37966,8782.78,919.73,0.0521823
8.723,3.14128,48.3286,75.6,0.22986,42.1718,18.4834,63.0676,0.353909,15,21,4.3816,8786.65,920.136,0.0525233
8.724,2.12507,67.986,75.6,0.22968,42.1922,18.4877,63.062,0.353878,15,21,4.38103,8785.52,920.017,0.0738964
8.725,2.15454,47.4888,75.6,0.2295,42.2134,18.492,63.0649,0.353894,15,21,4.38132,8786.1,920.079,0.0516138
8.726,2.16726,48.0334,75.6,0.22932,42.2337,18.4963,63.0842,0.354002,15,21,4.38329,8790.05,920.492,0.0521823
8.727,3.14258,48.3686,75.6,0.22914,42.2533,18.5006,63.1028,0.354106,15,21,4.38522,8793.92,920.897,0.0525233
8.728,2.12589,67.9375,75.6,0.22896,42.2736,18.505,63.0973,0.354076,15,21,4.38465,8792.78,920.778,0.0737828
8.729,2.15531,47.3186,75.6,0.22878,42.2946,18.5093,63.1001,0.354091,15,21,4.38494,8793.35,920.838,0.0513865
8.73,2.16801,48.0729,75.6,0.2286,42.3149,18.5136,63.1187,0.354196,15,21,4.3869,8797.3,921.251,0.0521823
8.731,3.14358,48.3036,75.6,0.22842,42.3344,18.5179,63.1366,0.354296,15,21,4.38883,8801.16,921.655,0.0524096
8.732,2.12654,68.0981,75.6,0.22824,42.3546,18.5222,63.1313,0.354267,15,21,4.38826,8800.01,921.535,0.0738964
8.733,2.15591,47.567,75.6,0.22806,42.3755,18.5266,63.134,0.354281,15,21,4.38854,8800.58,921.594,0.0516138
8.734,2.16856,48.2172,75.6,0.22788,42.3956,18.5309,63.1519,0.354382,15,21,4.3905,8804.51,922.006,0.0522959
8.735,3.14434,48.5529,75.6,0.2277,42.415,18.5352,63.1692,0.354479,15,21,4.39243,8808.37,922.41,0.052637
8.736,2.12702,68.2587,75.6,0.22752,42.4351,18.5395,63.164,0.35445,15,21,4.39185,8807.21,922.289,0.0740101
8.737,2.15636,47.7107,75.6,0.22734,42.4559,18.5438,63.1665,0.354464,15,21,4.39213,8807.77,922.348,0.0517275
8.738,2.16897,48.2566,75.6,0.22716,42.4759,18.5482,63.1838,0.354561,15,21,4.39409,8811.7,922.759,0.0522959
8.739,2.18141,48.4875,75.6,0.22698,42.4951,18.5525,63.2004,0.354654,15,21,4.39601,8815.55,923.162,0.0525233
8.74,3.16257,48.7185,75.6,0.2268,42.5137,18.5568,63.2164,0.354744,15,21,4.3979,8819.35,923.56,0.0527507
8.741,2.13875,68.6581,75.6,0.22662,42.5331,18.5611,63.2112,0.354715,15,21,4.39728,8818.11,923.43,0.0743512
8.742,2.16794,47.9794,75.6,0.22644,42.5532,18.5654,63.2133,0.354726,15,21,4.39753,8818.6,923.482,0.0519549
8.743,2.18025,48.5257,75.6,0.22626,42.5725,18.5698,63.2294,0.354817,15,21,4.39946,8822.48,923.888,0.0525233
8.744,3.16089,48.8618,75.6,0.22608,42.5911,18.5741,63.2448,0.354903,15,21,4.40136,8826.28,924.286,0.0528644
8.745,2.13764,68.607,75.6,0.2259,42.6105,18.5784,63.2398,0.354875,15,21,4.40074,8825.04,924.156,0.0742375
8.746,2.1668,48.0171,75.6,0.22572,42.6306,18.5827,63.2418,0.354886,15,21,4.40098,8825.53,924.208,0.0519549
8.747,2.17911,48.5638,75.6,0.22554,42.65,18.587,63.2572,0.354973,15,21,4.40292,8829.41,924.614,0.0525233
8.748,3.15921,48.9002,75.6,0.22536,42.6686,18.5914,63.272,0.355056,15,21,4.40481,8833.21,925.012,0.0528644
8.749,2.13655,68.6609,75.6,0.22518,42.6881,18.5957,63.2672,0.355029,15,21,4.4042,8831.97,924.882,0.0742375
8.75,2.16568,47.8445,75.6,0.225,42.7082,18.6,63.2691,0.35504,15,21,4.40444,8832.47,924.934,0.0517275
8.751,2.17798,48.6019,75.6,0.22482,42.7275,18.6043,63.2839,0.355123,15,21,4.40638,8836.35,925.34,0.0525233
8.752,3.15755,48.7281,75.6,0.22464,42.7461,18.6086,63.2981,0.355202,15,21,4.40827,8840.15,925.738,0.052637
8.753,2.13547,68.7149,75.6,0.22446,42.7655,18.613,63.2935,0.355177,15,21,4.40766,8838.91,925.608,0.0742375
8.754,2.16457,47.9873,75.6,0.22428,42.7855,18.6173,63.2954,0.355187,15,21,4.4079,8839.4,925.66,0.0518412
8.755,2.17686,48.6401,75.6,0.2241,42.8048,18.6216,63.3095,0.355266,15,21,4.40984,8843.28,926.066,0.0525233
8.756,2.18899,48.7663,75.6,0.22392,42.8234,18.6259,63.323,0.355342,15,21,4.41173,8847.08,926.464,0.052637
8.757,3.17316,48.9977,75.6,0.22374,42.8413,18.6302,63.336,0.355415,15,21,4.4136,8850.83,926.857,0.0528644
8.758,2.1455,69.0081,75.6,0.22356,42.86,18.6346,63.3315,0.35539,15,21,4.41295,8849.52,926.72,0.0744649
8.759,2.17445,48.2553,75.6,0.22338,42.8794,18.6389,63.333,0.355398,15,21,4.41316,8849.95,926.765,0.0520686
8.76,2.18647,48.6978,75.6,0.2232,42.8981,18.6432,63.346,0.355471,15,21,4.41507,8853.78,927.166,0.0525233
8.761,3.16954,49.0349,75.6,0.22302,42.9161,18.6475,63.3584,0.355541,15,21,4.41695,8857.54,927.559,0.0528644
8.762,2.14314,69.1659,75.6,0.22284,42.9348,18.6518,63.3542,0.355517,15,21,4.4163,8856.24,927.423,0.0745786
8.763,2.17206,48.1866,75.6,0.22266,42.9543,18.6562,63.3556,0.355525,15,21,4.41652,8856.68,927.469,0.0519549
8.764,2.18412,48.7349,75.6,0.22248,42.9731,18.6605,63.368,0.355595,15,21,4.41843,8860.51,927.871,0.0525233
8.765,2.19599,49.0721,75.6,0.2223,42.9911,18.6648,63.3798,0.355661,15,21,4.4203,8864.27,928.264,0.0528644
8.766,3.18301,49.3038,75.6,0.22212,43.0085,18.6691,63.3911,0.355724,15,21,4.42215,8867.98,928.653,0.0530918
8.767,2.15178,69.4581,75.6,0.22194,43.0267,18.6734,63.3869,0.355701,15,21,4.42147,8866.62,928.51,0.0748059
8.768,2.18058,48.3483,75.6,0.22176,43.0456,18.6778,63.3881,0.355707,15,21,4.42166,8867,928.55,0.0520686
8.769,2.19238,49.0026,75.6,0.22158,43.0638,18.6821,63.3994,0.355771,15,21,4.42356,8870.79,928.947,0.0527507
8.77,3.1778,49.1288,75.6,0.2214,43.0814,18.6864,63.4101,0.355831,15,21,4.42541,8874.51,929.337,0.0528644
8.771,2.14842,69.2981,75.6,0.22122,43.0997,18.6907,63.4062,0.355809,15,21,4.42474,8873.16,929.195,0.0745786
8.772,2.17718,48.4897,75.6,0.22104,43.1188,18.695,63.4074,0.355815,15,21,4.42493,8873.56,929.237,0.0521823
8.773,2.18902,48.9332,75.6,0.22086,43.1371,18.6994,63.418,0.355875,15,21,4.42683,8877.36,929.635,0.052637
8.774,3.17297,49.2709,75.6,0.22068,43.1548,18.7037,63.4281,0.355932,15,21,4.42869,8881.08,930.025,0.0529781
8.775,2.14528,69.4552,75.6,0.2205,43.1732,18.708,63.4245,0.355912,15,21,4.42802,8879.75,929.885,0.0746923
8.776,2.17403,48.42,75.6,0.22032,43.1923,18.7123,63.4256,0.355918,15,21,4.42822,8880.16,929.928,0.0520686
8.777,2.1859,48.8638,75.6,0.22014,43.2107,18.7166,63.4357,0.355974,15,21,4.43012,8883.96,930.326,0.0525233
8.778,2.19762,49.2018,75.6,0.21996,43.2284,18.721,63.4452,0.356028,15,21,4.43198,8887.69,930.717,0.0528644
8.779,3.18512,49.4339,75.6,0.21978,43.2454,18.7253,63.4542,0.356078,15,21,4.43382,8891.38,931.103,0.0530918
8.78,2.15307,69.6411,75.6,0.2196,43.2632,18.7296,63.4508,0.356059,15,21,4.43312,8889.98,930.957,0.0748059
8.781,2.18169,48.5813,75.6,0.21942,43.2818,18.7339,63.4516,0.356064,15,21,4.4333,8890.33,930.994,0.0521823
8.782,2.19332,49.1314,75.6,0.21924,43.2996,18.7382,63.4606,0.356114,15,21,4.43518,8894.1,931.388,0.0527507
8.783,3.17896,49.4696,75.6,0.21906,43.3168,18.7426,63.469,0.356162,15,21,4.43702,8897.8,931.775,0.0530918
8.784,2.14906,69.5856,75.6,0.21888,43.3347,18.7469,63.4659,0.356144,15,21,4.43633,8896.42,931.631,0.0746923
8.785,2.17766,48.4048,75.6,0.2187,43.3534,18.7512,63.4668,0.356149,15,21,4.43652,8896.79,931.67,0.0519549
8.786,2.18936,49.1671,75.6,0.21852,43.3713,18.7555,63.4751,0.356196,15,21,4.4384,8900.57,932.065,0.0527507
8.787,2.20089,49.3995,75.6,0.21834,43.3886,18.7598,63.4829,0.356239,15,21,4.44025,8904.27,932.453,0.0529781
8.788,3.18966,49.738,75.6,0.21816,43.4051,18.7642,63.4903,0.356281,15,21,4.44207,8907.92,932.835,0.0533191
8.789,2.1559,69.8764,75.6,0.21798,43.4225,18.7685,63.4874,0.356265,15,21,4.44136,8906.49,932.685,0.0749196
8.79,2.18436,48.7774,75.6,0.2178,43.4407,18.7728,63.4881,0.356268,15,21,4.44152,8906.81,932.719,0.0522959
8.791,2.19585,49.3283,75.6,0.21762,43.4581,18.7771,63.4953,0.356309,15,21,4.44338,8910.55,933.111,0.0528644
8.792,2.20716,49.667,75.6,0.21744,43.4749,18.7814,63.5021,0.356347,15,21,4.44521,8914.22,933.495,0.0532054
8.793,3.1985,49.6872,75.6,0.21726,43.491,18.7858,63.5084,0.356383,15,21,4.44702,8917.84,933.874,0.0532054
8.794,2.16156,70.1662,75.6,0.21708,43.508,18.7901,63.5059,0.356368,15,21,4.44628,8916.36,933.719,0.075147
8.795,2.1899,48.9374,75.6,0.2169,43.5257,18.7944,63.5064,0.356371,15,21,4.44642,8916.64,933.748,0.0524096
8.796,2.20118,49.4888,75.6,0.21672,43.5428,18.7987,63.5126,0.356406,15,21,4.44827,8920.35,934.137,0.0529781
8.797,3.18991,49.6152,75.6,0.21654,43.5591,18.803,63.5184,0.356438,15,21,4.45008,8923.98,934.517,0.0530918
8.798,2.15601,70.0023,75.6,0.21636,43.5764,18.8074,63.5161,0.356426,15,21,4.44936,8922.53,934.365,0.0749196
8.799,2.18432,48.759,75.6,0.21618,43.5943,18.8117,63.5166,0.356428,15,21,4.44951,8922.84,934.397,0.0521823
8.8,2.1957,49.5232,75.6,0.216,43.6115,18.816,63.5222,0.35646,15,21,4.45136,8926.56,934.787,0.0529781
8.801,2.20692,49.6498,75.6,0.21582,43.6281,18.8203,63.5274,0.356489,15,21,4.45318,8930.21,935.169,0.0530918
8.802,3.19799,49.7762,75.6,0.21564,43.644,18.8246,63.5321,0.356515,15,21,4.45498,8933.81,935.547,0.0532054
8.803,2.16114,70.2917,75.6,0.21546,43.6607,18.829,63.5302,0.356505,15,21,4.45423,8932.32,935.39,0.075147
8.804,2.18935,48.9185,75.6,0.21528,43.6782,18.8333,63.5305,0.356507,15,21,4.45436,8932.58,935.417,0.0522959
8.805,2.20053,49.5771,75.6,0.2151,43.695,18.8376,63.5351,0.356532,15,21,4.45621,8936.27,935.804,0.0529781
8.806,3.18883,49.81,75.6,0.21492,43.7112,18.8419,63.5393,0.356556,15,21,4.45801,8939.89,936.183,0.0532054
8.807,2.15521,70.127,75.6,0.21474,43.7281,18.8462,63.5376,0.356547,15,21,4.45728,8938.43,936.03,0.0749196
8.808,2.18341,48.8457,75.6,0.21456,43.7458,18.8506,63.538,0.356548,15,21,4.45743,8938.71,936.06,0.0521823
8.809,2.19469,49.5048,75.6,0.21438,43.7627,18.8549,63.542,0.356571,15,21,4.45928,8942.43,936.449,0.0528644
8.81,2.20581,49.7379,75.6,0.2142,43.779,18.8592,63.5455,0.356591,15,21,4.46109,8946.06,936.829,0.0530918
8.811,3.19625,50.0775,75.6,0.21402,43.7946,18.8635,63.5486,0.356608,15,21,4.46288,8949.65,937.205,0.0534328
8.812,2.15993,70.3097,75.6,0.21384,43.8111,18.8678,63.5474,0.356601,15,21,4.46212,8948.14,937.047,0.0750333
